Time,num_infected
0,0
0.25,8
0.5,16
0.75,23
1,28
1.25,32
1.5,33
1.75,31
2,34
2.25,34
2.5,33
2.75,35
3,38
3.25,40
3.5,42
3.75,41
4,40
4.25,41
4.5,38
4.75,40
5,41
5.25,40
5.5,40
5.75,42
6,44
6.25,44
6.5,47
6.75,46
7,50
7.25,50
7.5,47
7.75,49
8,50
8.25,48
8.5,50
8.75,49
9,45
9.25,47
9.5,48
9.75,53
10,54
10.25,54
10.5,53
10.75,53
11,56
11.25,59
11.5,56
11.75,54
12,55
12.25,56
12.5,54
12.75,54
13,56
13.25,55
13.5,51
13.75,52
14,55
14.25,48
14.5,49
14.75,51
15,56
15.25,56
15.5,54
15.75,54
16,57
16.25,62
16.5,65
16.75,68
17,68
17.25,70
17.5,67
17.75,68
18,73
18.25,70
18.5,69
18.75,74
19,76
19.25,79
19.5,80
19.75,82
20,84
20.25,87
20.5,92
20.75,92
21,95
21.25,94
21.5,93
21.75,87
22,91
22.25,88
22.5,95
22.75,91
23,91
23.25,94
23.5,93
23.75,94
24,99
24.25,95
24.5,98
24.75,103
25,104
25.25,108
25.5,102
25.75,105
26,107
26.25,113
26.5,113
26.75,113
27,109
27.25,113
27.5,115
27.75,116
28,121
28.25,117
28.5,117
28.75,117
29,120
29.25,122
29.5,117
29.75,120
30,126
30.25,116
30.5,120
30.75,117
31,121
31.25,120
31.5,125
31.75,135
32,142
32.25,149
32.5,153
32.75,155
33,153
33.25,153
33.5,153
33.75,152
34,154
34.25,153
34.5,153
34.75,156
35,161
35.25,169
35.5,179
35.75,182
36,182
36.25,182
36.5,183
36.75,188
37,185
37.25,191
37.5,191
37.75,191
38,200
38.25,197
38.5,197
38.75,202
39,202
39.25,207
39.5,209
39.75,216
40,215
40.25,217
40.5,213
40.75,223
41,229
41.25,237
41.5,243
41.75,245
42,243
42.25,251
42.5,261
42.75,265
43,269
43.25,278
43.5,284
43.75,268
44,270
44.25,261
44.5,268
44.75,273
45,283
45.25,285
45.5,281
45.75,291
46,293
46.25,289
46.5,295
46.75,297
47,289
47.25,295
47.5,289
47.75,292
48,301
48.25,299
48.5,307
48.75,305
49,314
49.25,324
49.5,329
49.75,330
50,327
50.25,335
50.5,337
50.75,334
51,337
51.25,336
51.5,342
51.75,351
52,365
52.25,359
52.5,365
52.75,359
53,369
53.25,372
53.5,368
53.75,379
54,375
54.25,377
54.5,384
54.75,387
55,386
55.25,399
55.5,411
55.75,412
56,416
56.25,434
56.5,438
56.75,448
57,462
57.25,468
57.5,487
57.75,501
58,512
58.25,520
58.5,516
58.75,530
59,527
59.25,534
59.5,541
59.75,546
60,557
60.25,562
60.5,569
60.75,586
61,583
61.25,595
61.5,614
61.75,638
62,655
62.25,676
62.5,682
62.75,688
63,705
63.25,725
63.5,736
63.75,746
64,777
64.25,811
64.5,829
64.75,830
65,840
65.25,846
65.5,866
65.75,867
66,866
66.25,859
66.5,865
66.75,873
67,888
67.25,896
67.5,903
67.75,908
68,931
68.25,951
68.5,958
68.75,985
69,1013
69.25,1028
69.5,1037
69.75,1065
70,1089
70.25,1095
70.5,1118
70.75,1124
71,1155
71.25,1159
71.5,1167
71.75,1186
72,1205
72.25,1208
72.5,1214
72.75,1220
73,1213
73.25,1220
73.5,1217
73.75,1234
74,1230
74.25,1225
74.5,1247
74.75,1245
75,1232
75.25,1214
75.5,1206
75.75,1192
76,1191
76.25,1193
76.5,1205
76.75,1178
77,1184
77.25,1179
77.5,1177
77.75,1169
78,1175
78.25,1159
78.5,1124
78.75,1131
79,1127
79.25,1116
79.5,1122
79.75,1110
80,1106
80.25,1080
80.5,1065
80.75,1047
81,1045
81.25,1019
81.5,1015
81.75,1027
82,1016
82.25,1012
82.5,1006
82.75,980
83,961
83.25,948
83.5,939
83.75,923
84,919
84.25,900
84.5,897
84.75,878
85,885
85.25,871
85.5,845
85.75,829
86,823
86.25,807
86.5,789
86.75,777
87,772
87.25,766
87.5,756
87.75,744
88,734
88.25,722
88.5,713
88.75,711
89,690
89.25,687
89.5,681
89.75,674
90,658
90.25,652
90.5,638
90.75,623
91,618
91.25,612
91.5,593
91.75,591
92,572
92.25,560
92.5,554
92.75,553
93,540
93.25,534
93.5,526
93.75,509
94,514
94.25,499
94.5,478
94.75,462
95,456
95.25,458
95.5,461
95.75,460
96,447
96.25,437
96.5,422
96.75,404
97,409
97.25,397
97.5,394
97.75,392
98,395
98.25,386
98.5,396
98.75,378
99,371
99.25,363
99.5,349
99.75,349
100,338
100.25,328
100.5,327
100.75,326
101,325
101.25,318
101.5,303
101.75,292
102,287
102.25,290
102.5,289
102.75,287
103,282
103.25,274
103.5,273
103.75,269
104,272
104.25,273
104.5,274
104.75,268
105,270
105.25,277
105.5,282
105.75,281
106,273
106.25,270
106.5,270
106.75,270
107,267
107.25,263
107.5,259
107.75,257
108,255
108.25,247
108.5,244
108.75,239
109,234
109.25,229
109.5,218
109.75,214
110,210
110.25,210
110.5,210
110.75,205
111,207
111.25,213
111.5,206
111.75,208
112,214
112.25,209
112.5,207
112.75,201
113,196
113.25,195
113.5,199
113.75,201
114,202
114.25,197
114.5,203
114.75,195
115,194
115.25,193
115.5,189
115.75,195
116,193
116.25,184
116.5,191
116.75,199
117,195
117.25,191
117.5,197
117.75,200
118,197
118.25,195
118.5,193
118.75,193
119,185
119.25,177
119.5,180
119.75,178
120,178
120.25,178
120.5,184
120.75,176
121,172
121.25,164
121.5,166
121.75,168
122,172
122.25,174
122.5,173
122.75,170
123,172
123.25,175
123.5,163
123.75,167
124,170
124.25,165
124.5,170
124.75,164
125,176
125.25,173
125.5,175
125.75,169
126,166
126.25,165
126.5,163
126.75,156
127,148
127.25,152
127.5,155
127.75,146
128,143
128.25,143
128.5,147
128.75,150
129,150
129.25,148
129.5,142
129.75,141
130,137
130.25,132
130.5,129
130.75,123
131,122
131.25,120
131.5,123
131.75,124
132,120
132.25,120
132.5,121
132.75,120
133,122
133.25,119
133.5,119
133.75,117
134,117
134.25,120
134.5,118
134.75,116
135,117
135.25,119
135.5,112
135.75,108
136,102
136.25,94
136.5,95
136.75,96
137,93
137.25,93
137.5,91
137.75,85
138,84
138.25,83
138.5,84
138.75,86
139,83
139.25,84
139.5,81
139.75,81
140,82
140.25,78
140.5,76
140.75,76
141,76
141.25,77
141.5,74
141.75,71
142,68
142.25,68
142.5,62
142.75,64
143,62
143.25,62
143.5,61
143.75,63
144,61
144.25,60
144.5,58
144.75,58
145,55
145.25,56
145.5,58
145.75,58
146,52
146.25,50
146.5,50
146.75,45
147,46
147.25,43
147.5,45
147.75,45
148,45
148.25,46
148.5,45
148.75,43
149,45
149.25,42
149.5,40
149.75,41
150,40
150.25,39
150.5,38
150.75,38
151,40
151.25,36
151.5,33
151.75,33
152,34
152.25,34
152.5,33
152.75,31
153,33
153.25,33
153.5,33
153.75,35
154,33
154.25,36
154.5,35
154.75,34
155,33
155.25,32
155.5,32
155.75,32
156,32
156.25,31
156.5,30
156.75,33
157,31
157.25,29
157.5,26
157.75,26
158,29
158.25,29
158.5,26
158.75,25
159,24
159.25,23
159.5,24
159.75,24
160,25
160.25,25
160.5,25
160.75,26
161,26
161.25,24
161.5,23
161.75,22
162,22
162.25,23
162.5,23
162.75,21
163,21
163.25,19
163.5,17
163.75,16
164,17
164.25,15
164.5,17
164.75,15
165,14
165.25,14
165.5,14
165.75,14
166,14
166.25,15
166.5,15
166.75,16
167,17
167.25,16
167.5,17
167.75,15
168,17
168.25,15
168.5,14
168.75,16
169,15
169.25,14
169.5,14
169.75,15
170,14
170.25,14
170.5,14
170.75,13
171,13
171.25,13
171.5,13
171.75,11
172,11
172.25,12
172.5,12
172.75,13
173,13
173.25,15
173.5,15
173.75,15
174,14
174.25,14
174.5,13
174.75,14
175,14
175.25,13
175.5,13
175.75,14
176,12
176.25,9
176.5,10
176.75,12
177,11
177.25,9
177.5,8
177.75,8
178,7
178.25,9
178.5,9
178.75,9
179,8
179.25,8
179.5,9
179.75,9
180,8
180.25,8
180.5,8
180.75,8
181,8
181.25,7
181.5,5
181.75,5
182,4
182.25,4
182.5,4
182.75,4
183,4
183.25,4
183.5,3
183.75,3
184,2
184.25,2
184.5,2
184.75,2
185,2
185.25,2
185.5,2
185.75,2
186,2
186.25,2
186.5,2
186.75,2
187,2
187.25,2
187.5,2
187.75,2
188,2
188.25,2
188.5,2
188.75,2
189,2
189.25,2
189.5,1
189.75,1
190,1
190.25,0
190.5,0
190.75,0
191,0
191.25,0
191.5,1
191.75,1
192,1
192.25,0
192.5,0
192.75,0
193,0
193.25,0
193.5,0
193.75,0
194,0
194.25,0
194.5,0
194.75,0
195,0
195.25,0
195.5,0
195.75,0
196,0
196.25,0
196.5,0
196.75,0
197,0
197.25,0
197.5,0
197.75,0
198,0
198.25,0
198.5,0
198.75,0
199,0
199.25,0
199.5,0
199.75,0
200,0
200.25,0
200.5,0
200.75,0
201,0
201.25,0
201.5,0
201.75,0
202,0
202.25,0
202.5,0
202.75,0
203,0
203.25,0
203.5,0
203.75,0
204,0
204.25,0
204.5,0
204.75,0
205,0
205.25,0
205.5,0
205.75,0
206,0
206.25,0
206.5,0
206.75,0
207,0
207.25,0
207.5,0
207.75,0
208,0
208.25,0
208.5,0
208.75,0
209,0
209.25,0
209.5,0
209.75,0
210,0
210.25,0
210.5,0
210.75,0
211,0
211.25,0
211.5,0
211.75,0
212,0
212.25,0
212.5,0
212.75,0
213,0
213.25,0
213.5,0
213.75,0
214,0
214.25,0
214.5,0
214.75,0
215,0
215.25,0
215.5,0
215.75,0
216,0
216.25,0
216.5,0
216.75,0
217,0
217.25,0
217.5,0
217.75,0
218,0
218.25,0
218.5,0
218.75,0
219,0
219.25,0
219.5,0
219.75,0
220,0
220.25,0
220.5,0
220.75,0
221,0
221.25,0
221.5,0
221.75,0
222,0
222.25,0
222.5,0
222.75,0
223,0
223.25,0
223.5,0
223.75,0
224,0
224.25,0
224.5,0
224.75,0
225,0
225.25,0
225.5,0
225.75,0
226,0
226.25,0
226.5,0
226.75,0
227,0
227.25,0
227.5,0
227.75,0
228,0
228.25,0
228.5,0
228.75,0
229,0
229.25,0
229.5,0
229.75,0
230,0
230.25,0
230.5,0
230.75,0
231,0
231.25,0
231.5,0
231.75,0
232,0
232.25,0
232.5,0
232.75,0
233,0
233.25,0
233.5,0
233.75,0
234,0
234.25,0
234.5,0
234.75,0
235,0
235.25,0
235.5,0
235.75,0
236,0
236.25,0
236.5,0
236.75,0
237,0
237.25,0
237.5,0
237.75,0
238,0
238.25,0
238.5,0
238.75,0
239,0
239.25,0
239.5,0
239.75,0
240,0
240.25,0
240.5,0
240.75,0
241,0
241.25,0
241.5,0
241.75,0
242,0
242.25,0
242.5,0
242.75,0
243,0
243.25,0
243.5,0
243.75,0
244,0
244.25,0
244.5,0
244.75,0
245,0
245.25,0
245.5,0
245.75,0
246,0
246.25,0
246.5,0
246.75,0
247,0
247.25,0
247.5,0
247.75,0
248,0
248.25,0
248.5,0
248.75,0
249,0
249.25,0
249.5,0
249.75,0
250,0
250.25,0
250.5,0
250.75,0
251,0
251.25,0
251.5,0
251.75,0
252,0
252.25,0
252.5,0
252.75,0
253,0
253.25,0
253.5,0
253.75,0
254,0
254.25,0
254.5,0
254.75,0
255,0
255.25,0
255.5,0
255.75,0
256,0
256.25,0
256.5,0
256.75,0
257,0
257.25,0
257.5,0
257.75,0
258,0
258.25,0
258.5,0
258.75,0
259,0
259.25,0
259.5,0
259.75,0
260,0
260.25,0
260.5,0
260.75,0
261,0
261.25,0
261.5,0
261.75,0
262,0
262.25,0
262.5,0
262.75,0
263,0
263.25,0
263.5,0
263.75,0
264,0
264.25,0
264.5,0
264.75,0
265,0
265.25,0
265.5,0
265.75,0
266,0
266.25,0
266.5,0
266.75,0
267,0
267.25,0
267.5,0
267.75,0
268,0
268.25,0
268.5,0
268.75,0
269,0
269.25,0
269.5,0
269.75,0
270,0
270.25,0
270.5,0
270.75,0
271,0
271.25,0
271.5,0
271.75,0
272,0
272.25,0
272.5,0
272.75,0
273,0
273.25,0
273.5,0
273.75,0
274,0
274.25,0
274.5,0
274.75,0
275,0
275.25,0
275.5,0
275.75,0
276,0
276.25,0
276.5,0
276.75,0
277,0
277.25,0
277.5,0
277.75,0
278,0
278.25,0
278.5,0
278.75,0
279,0
279.25,0
279.5,0
279.75,0
280,0
280.25,0
280.5,0
280.75,0
281,0
281.25,0
281.5,0
281.75,0
282,0
282.25,0
282.5,0
282.75,0
283,0
283.25,0
283.5,0
283.75,0
284,0
284.25,0
284.5,0
284.75,0
285,0
285.25,0
285.5,0
285.75,0
286,0
286.25,0
286.5,0
286.75,0
287,0
287.25,0
287.5,0
287.75,0
288,0
288.25,0
288.5,0
288.75,0
289,0
289.25,0
289.5,0
289.75,0
290,0
290.25,0
290.5,0
290.75,0
291,0
291.25,0
291.5,0
291.75,0
292,0
292.25,0
292.5,0
292.75,0
293,0
293.25,0
293.5,0
293.75,0
294,0
294.25,0
294.5,0
294.75,0
295,0
295.25,0
295.5,0
295.75,0
296,0
296.25,0
296.5,0
296.75,0
297,0
297.25,0
297.5,0
297.75,0
298,0
298.25,0
298.5,0
298.75,0
299,0
299.25,0
299.5,0
299.75,0
300,0
300.25,0
300.5,0
300.75,0
301,0
301.25,0
301.5,0
301.75,0
302,0
302.25,0
302.5,0
302.75,0
303,0
303.25,0
303.5,0
303.75,0
304,0
304.25,0
304.5,0
304.75,0
305,0
305.25,0
305.5,0
305.75,0
306,0
306.25,0
306.5,0
306.75,0
307,0
307.25,0
307.5,0
307.75,0
308,0
308.25,0
308.5,0
308.75,0
309,0
309.25,0
309.5,0
309.75,0
310,0
310.25,0
310.5,0
310.75,0
311,0
311.25,0
311.5,0
311.75,0
312,0
312.25,0
312.5,0
312.75,0
313,0
313.25,0
313.5,0
313.75,0
314,0
314.25,0
314.5,0
314.75,0
315,0
315.25,0
315.5,0
315.75,0
316,0
316.25,0
316.5,0
316.75,0
317,0
317.25,0
317.5,0
317.75,0
318,0
318.25,0
318.5,0
318.75,0
319,0
319.25,0
319.5,0
319.75,0
320,0
320.25,0
320.5,0
320.75,0
321,0
321.25,0
321.5,0
321.75,0
322,0
322.25,0
322.5,0
322.75,0
323,0
323.25,0
323.5,0
323.75,0
324,0
324.25,0
324.5,0
324.75,0
325,0
325.25,0
325.5,0
325.75,0
326,0
326.25,0
326.5,0
326.75,0
327,0
327.25,0
327.5,0
327.75,0
328,0
328.25,0
328.5,0
328.75,0
329,0
329.25,0
329.5,0
329.75,0
330,0
330.25,0
330.5,0
330.75,0
331,0
331.25,0
331.5,0
331.75,0
332,0
332.25,0
332.5,0
332.75,0
333,0
333.25,0
333.5,0
333.75,0
334,0
334.25,0
334.5,0
334.75,0
335,0
335.25,0
335.5,0
335.75,0
336,0
336.25,0
336.5,0
336.75,0
337,0
337.25,0
337.5,0
337.75,0
338,0
338.25,0
338.5,0
338.75,0
339,0
339.25,0
339.5,0
339.75,0
340,0
340.25,0
340.5,0
340.75,0
341,0
341.25,0
341.5,0
341.75,0
342,0
342.25,0
342.5,0
342.75,0
343,0
343.25,0
343.5,0
343.75,0
344,0
344.25,0
344.5,0
344.75,0
345,0
345.25,0
345.5,0
345.75,0
346,0
346.25,0
346.5,0
346.75,0
347,0
347.25,0
347.5,0
347.75,0
348,0
348.25,0
348.5,0
348.75,0
349,0
349.25,0
349.5,0
349.75,0
350,0
350.25,0
350.5,0
350.75,0
351,0
351.25,0
351.5,0
351.75,0
352,0
352.25,0
352.5,0
352.75,0
353,0
353.25,0
353.5,0
353.75,0
354,0
354.25,0
354.5,0
354.75,0
355,0
355.25,0
355.5,0
355.75,0
356,0
356.25,0
356.5,0
356.75,0
357,0
357.25,0
357.5,0
357.75,0
358,0
358.25,0
358.5,0
358.75,0
359,0
359.25,0
359.5,0
359.75,0
360,0
360.25,0
360.5,0
360.75,0
361,0
361.25,0
361.5,0
361.75,0
362,0
362.25,0
362.5,0
362.75,0
363,0
363.25,0
363.5,0
363.75,0
364,0
364.25,0
364.5,0
364.75,0
365,0
365.25,0
365.5,0
365.75,0
366,0
366.25,0
366.5,0
366.75,0
367,0
367.25,0
367.5,0
367.75,0
368,0
368.25,0
368.5,0
368.75,0
369,0
369.25,0
369.5,0
369.75,0
370,0
370.25,0
370.5,0
370.75,0
371,0
371.25,0
371.5,0
371.75,0
372,0
372.25,0
372.5,0
372.75,0
373,0
373.25,0
373.5,0
373.75,0
374,0
374.25,0
374.5,0
374.75,0
375,0
375.25,0
375.5,0
375.75,0
376,0
376.25,0
376.5,0
376.75,0
377,0
377.25,0
377.5,0
377.75,0
378,0
378.25,0
378.5,0
378.75,0
379,0
379.25,0
379.5,0
379.75,0
380,0
380.25,0
380.5,0
380.75,0
381,0
381.25,0
381.5,0
381.75,0
382,0
382.25,0
382.5,0
382.75,0
383,0
383.25,0
383.5,0
383.75,0
384,0
384.25,0
384.5,0
384.75,0
385,0
385.25,0
385.5,0
385.75,0
386,0
386.25,0
386.5,0
386.75,0
387,0
387.25,0
387.5,0
387.75,0
388,0
388.25,0
388.5,0
388.75,0
389,0
389.25,0
389.5,0
389.75,0
390,0
390.25,0
390.5,0
390.75,0
391,0
391.25,0
391.5,0
391.75,0
392,0
392.25,0
392.5,0
392.75,0
393,0
393.25,0
393.5,0
393.75,0
394,0
394.25,0
394.5,0
394.75,0
395,0
395.25,0
395.5,0
395.75,0
396,0
396.25,0
396.5,0
396.75,0
397,0
397.25,0
397.5,0
397.75,0
398,0
398.25,0
398.5,0
398.75,0
399,0
399.25,0
399.5,0
399.75,0
400,0
400.25,0
400.5,0
400.75,0
401,0
401.25,0
401.5,0
401.75,0
402,0
402.25,0
402.5,0
402.75,0
403,0
403.25,0
403.5,0
403.75,0
404,0
404.25,0
404.5,0
404.75,0
405,0
405.25,0
405.5,0
405.75,0
406,0
406.25,0
406.5,0
406.75,0
407,0
407.25,0
407.5,0
407.75,0
408,0
408.25,0
408.5,0
408.75,0
409,0
409.25,0
409.5,0
409.75,0
410,0
410.25,0
410.5,0
410.75,0
411,0
411.25,0
411.5,0
411.75,0
412,0
412.25,0
412.5,0
412.75,0
413,0
413.25,0
413.5,0
413.75,0
414,0
414.25,0
414.5,0
414.75,0
415,0
415.25,0
415.5,0
415.75,0
416,0
416.25,0
416.5,0
416.75,0
417,0
417.25,0
417.5,0
417.75,0
418,0
418.25,0
418.5,0
418.75,0
419,0
419.25,0
419.5,0
419.75,0
420,0
420.25,0
420.5,0
420.75,0
421,0
421.25,0
421.5,0
421.75,0
422,0
422.25,0
422.5,0
422.75,0
423,0
423.25,0
423.5,0
423.75,0
424,0
424.25,0
424.5,0
424.75,0
425,0
425.25,0
425.5,0
425.75,0
426,0
426.25,0
426.5,0
426.75,0
427,0
427.25,0
427.5,0
427.75,0
428,0
428.25,0
428.5,0
428.75,0
429,0
429.25,0
429.5,0
429.75,0
430,0
430.25,0
430.5,0
430.75,0
431,0
431.25,0
431.5,0
431.75,0
432,0
432.25,0
432.5,0
432.75,0
433,0
433.25,0
433.5,0
433.75,0
434,0
434.25,0
434.5,0
434.75,0
435,0
435.25,0
435.5,0
435.75,0
436,0
436.25,0
436.5,0
436.75,0
437,0
437.25,0
437.5,0
437.75,0
438,0
438.25,0
438.5,0
438.75,0
439,0
439.25,0
439.5,0
439.75,0
440,0
440.25,0
440.5,0
440.75,0
441,0
441.25,0
441.5,0
441.75,0
442,0
442.25,0
442.5,0
442.75,0
443,0
443.25,0
443.5,0
443.75,0
444,0
444.25,0
444.5,0
444.75,0
445,0
445.25,0
445.5,0
445.75,0
446,0
446.25,0
446.5,0
446.75,0
447,0
447.25,0
447.5,0
447.75,0
448,0
448.25,0
448.5,0
448.75,0
449,0
449.25,0
449.5,0
449.75,0
450,0
450.25,0
450.5,0
450.75,0
451,0
451.25,0
451.5,0
451.75,0
452,0
452.25,0
452.5,0
452.75,0
453,0
453.25,0
453.5,0
453.75,0
454,0
454.25,0
454.5,0
454.75,0
455,0
455.25,0
455.5,0
455.75,0
456,0
456.25,0
456.5,0
456.75,0
457,0
457.25,0
457.5,0
457.75,0
458,0
458.25,0
458.5,0
458.75,0
459,0
459.25,0
459.5,0
459.75,0
460,0
460.25,0
460.5,0
460.75,0
461,0
461.25,0
461.5,0
461.75,0
462,0
462.25,0
462.5,0
462.75,0
463,0
463.25,0
463.5,0
463.75,0
464,0
464.25,0
464.5,0
464.75,0
465,0
465.25,0
465.5,0
465.75,0
466,0
466.25,0
466.5,0
466.75,0
467,0
467.25,0
467.5,0
467.75,0
468,0
468.25,0
468.5,0
468.75,0
469,0
469.25,0
469.5,0
469.75,0
470,0
470.25,0
470.5,0
470.75,0
471,0
471.25,0
471.5,0
471.75,0
472,0
472.25,0
472.5,0
472.75,0
473,0
473.25,0
473.5,0
473.75,0
474,0
474.25,0
474.5,0
474.75,0
475,0
475.25,0
475.5,0
475.75,0
476,0
476.25,0
476.5,0
476.75,0
477,0
477.25,0
477.5,0
477.75,0
478,0
478.25,0
478.5,0
478.75,0
479,0
479.25,0
479.5,0
479.75,0
480,0
480.25,0
480.5,0
480.75,0
481,0
481.25,0
481.5,0
481.75,0
482,0
482.25,0
482.5,0
482.75,0
483,0
483.25,0
483.5,0
483.75,0
484,0
484.25,0
484.5,0
484.75,0
485,0
485.25,0
485.5,0
485.75,0
486,0
486.25,0
486.5,0
486.75,0
487,0
487.25,0
487.5,0
487.75,0
488,0
488.25,0
488.5,0
488.75,0
489,0
489.25,0
489.5,0
489.75,0
490,0
490.25,0
490.5,0
490.75,0
491,0
491.25,0
491.5,0
491.75,0
492,0
492.25,0
492.5,0
492.75,0
493,0
493.25,0
493.5,0
493.75,0
494,0
494.25,0
494.5,0
494.75,0
495,0
495.25,0
495.5,0
495.75,0
496,0
496.25,0
496.5,0
496.75,0
497,0
497.25,0
497.5,0
497.75,0
498,0
498.25,0
498.5,0
498.75,0
499,0
499.25,0
499.5,0
499.75,0
500,0
500.25,0
500.5,0
500.75,0
501,0
501.25,0
501.5,0
501.75,0
502,0
502.25,0
502.5,0
502.75,0
503,0
503.25,0
503.5,0
503.75,0
504,0
504.25,0
504.5,0
504.75,0
505,0
505.25,0
505.5,0
505.75,0
506,0
506.25,0
506.5,0
506.75,0
507,0
507.25,0
507.5,0
507.75,0
508,0
508.25,0
508.5,0
508.75,0
509,0
509.25,0
509.5,0
509.75,0
510,0
510.25,0
510.5,0
510.75,0
511,0
511.25,0
511.5,0
511.75,0
512,0
512.25,0
512.5,0
512.75,0
513,0
513.25,0
513.5,0
513.75,0
514,0
514.25,0
514.5,0
514.75,0
515,0
515.25,0
515.5,0
515.75,0
516,0
516.25,0
516.5,0
516.75,0
517,0
517.25,0
517.5,0
517.75,0
518,0
518.25,0
518.5,0
518.75,0
519,0
519.25,0
519.5,0
519.75,0
520,0
520.25,0
520.5,0
520.75,0
521,0
521.25,0
521.5,0
521.75,0
522,0
522.25,0
522.5,0
522.75,0
523,0
523.25,0
523.5,0
523.75,0
524,0
524.25,0
524.5,0
524.75,0
525,0
525.25,0
525.5,0
525.75,0
526,0
526.25,0
526.5,0
526.75,0
527,0
527.25,0
527.5,0
527.75,0
528,0
528.25,0
528.5,0
528.75,0
529,0
529.25,0
529.5,0
529.75,0
530,0
530.25,0
530.5,0
530.75,0
531,0
531.25,0
531.5,0
531.75,0
532,0
532.25,0
532.5,0
532.75,0
533,0
533.25,0
533.5,0
533.75,0
534,0
534.25,0
534.5,0
534.75,0
535,0
535.25,0
535.5,0
535.75,0
536,0
536.25,0
536.5,0
536.75,0
537,0
537.25,0
537.5,0
537.75,0
538,0
538.25,0
538.5,0
538.75,0
539,0
539.25,0
539.5,0
539.75,0
540,0
540.25,0
540.5,0
540.75,0
541,0
541.25,0
541.5,0
541.75,0
542,0
542.25,0
542.5,0
542.75,0
543,0
543.25,0
543.5,0
543.75,0
544,0
544.25,0
544.5,0
544.75,0
545,0
545.25,0
545.5,0
545.75,0
546,0
546.25,0
546.5,0
546.75,0
547,0
547.25,0
547.5,0
547.75,0
548,0
548.25,0
548.5,0
548.75,0
549,0
549.25,0
549.5,0
549.75,0
550,0
550.25,0
550.5,0
550.75,0
551,0
551.25,0
551.5,0
551.75,0
552,0
552.25,0
552.5,0
552.75,0
553,0
553.25,0
553.5,0
553.75,0
554,0
554.25,0
554.5,0
554.75,0
555,0
555.25,0
555.5,0
555.75,0
556,0
556.25,0
556.5,0
556.75,0
557,0
557.25,0
557.5,0
557.75,0
558,0
558.25,0
558.5,0
558.75,0
559,0
559.25,0
559.5,0
559.75,0
560,0
560.25,0
560.5,0
560.75,0
561,0
561.25,0
561.5,0
561.75,0
562,0
562.25,0
562.5,0
562.75,0
563,0
563.25,0
563.5,0
563.75,0
564,0
564.25,0
564.5,0
564.75,0
565,0
565.25,0
565.5,0
565.75,0
566,0
566.25,0
566.5,0
566.75,0
567,0
567.25,0
567.5,0
567.75,0
568,0
568.25,0
568.5,0
568.75,0
569,0
569.25,0
569.5,0
569.75,0
570,0
570.25,0
570.5,0
570.75,0
571,0
571.25,0
571.5,0
571.75,0
572,0
572.25,0
572.5,0
572.75,0
573,0
573.25,0
573.5,0
573.75,0
574,0
574.25,0
574.5,0
574.75,0
575,0
575.25,0
575.5,0
575.75,0
576,0
576.25,0
576.5,0
576.75,0
577,0
577.25,0
577.5,0
577.75,0
578,0
578.25,0
578.5,0
578.75,0
579,0
579.25,0
579.5,0
579.75,0
580,0
580.25,0
580.5,0
580.75,0
581,0
581.25,0
581.5,0
581.75,0
582,0
582.25,0
582.5,0
582.75,0
583,0
583.25,0
583.5,0
583.75,0
584,0
584.25,0
584.5,0
584.75,0
585,0
585.25,0
585.5,0
585.75,0
586,0
586.25,0
586.5,0
586.75,0
587,0
587.25,0
587.5,0
587.75,0
588,0
588.25,0
588.5,0
588.75,0
589,0
589.25,0
589.5,0
589.75,0
590,0
590.25,0
590.5,0
590.75,0
591,0
591.25,0
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0
593.5,0
593.75,0
594,0
594.25,0
594.5,0
594.75,0
595,0
595.25,0
595.5,0
595.75,0
596,0
596.25,0
596.5,0
596.75,0
597,0
597.25,0
597.5,0
597.75,0
598,0
598.25,0
598.5,0
598.75,0
599,0
599.25,0
599.5,0
599.75,0
