Time,cumulative_mean_fraction_lambda_C
0,0
0.25,0
0.5,0
0.75,0
1,0
1.25,5.46949e-06
1.5,0.500003
1.75,0.500003
2,0.166704
2.25,0.14289
2.5,0.0909315
2.75,0.125202
3,0.210719
3.25,0.217561
3.5,0.185342
3.75,0.161533
4,0.171756
4.25,0.166985
4.5,0.143216
4.75,0.149296
5,0.157216
5.25,0.161044
5.5,0.161613
5.75,0.164603
6,0.169415
6.25,0.171453
6.5,0.167058
6.75,0.169045
7,0.17287
7.25,0.167157
7.5,0.16889
7.75,0.170448
8,0.163958
8.25,0.162397
8.5,0.164134
8.75,0.168627
9,0.162866
9.25,0.156227
9.5,0.167144
9.75,0.168413
10,0.163427
10.25,0.157697
10.5,0.161382
10.75,0.160263
11,0.16608
11.25,0.164987
11.5,0.167169
11.75,0.166203
12,0.166256
12.25,0.165358
12.5,0.161698
12.75,0.156486
13,0.153205
13.25,0.156006
13.5,0.150587
13.75,0.1518
14,0.146103
14.25,0.144745
14.5,0.139554
14.75,0.138484
15,0.13789
15.25,0.135564
15.5,0.134437
15.75,0.134136
16,0.130441
16.25,0.135128
16.5,0.1349
16.75,0.130998
17,0.129131
17.25,0.133419
17.5,0.132748
17.75,0.133486
18,0.134579
18.25,0.136511
18.5,0.135199
18.75,0.134347
19,0.137652
19.25,0.13861
19.5,0.138685
19.75,0.136262
20,0.136006
20.25,0.137809
20.5,0.134442
20.75,0.131943
21,0.13338
21.25,0.134939
21.5,0.132905
21.75,0.134582
22,0.131974
22.25,0.133612
22.5,0.131749
22.75,0.131931
23,0.134383
23.25,0.132293
23.5,0.134247
23.75,0.133663
24,0.134675
24.25,0.135099
24.5,0.137689
24.75,0.143021
25,0.140835
25.25,0.140314
25.5,0.140662
25.75,0.140492
26,0.140042
26.25,0.142461
26.5,0.144539
26.75,0.14502
27,0.144496
27.25,0.145485
27.5,0.145494
27.75,0.144348
28,0.14437
28.25,0.14328
28.5,0.14398
28.75,0.145055
29,0.143405
29.25,0.146084
29.5,0.146027
29.75,0.144841
30,0.144644
30.25,0.143374
30.5,0.140993
30.75,0.139213
31,0.139902
31.25,0.142961
31.5,0.145078
31.75,0.146459
32,0.146637
32.25,0.151895
32.5,0.152835
32.75,0.153391
33,0.153285
33.25,0.15385
33.5,0.155104
33.75,0.157118
34,0.155699
34.25,0.15485
34.5,0.156383
34.75,0.157907
35,0.15734
35.25,0.156294
35.5,0.157143
35.75,0.15777
36,0.158589
36.25,0.165417
36.5,0.165939
36.75,0.170545
37,0.169891
37.25,0.172909
37.5,0.1729
37.75,0.174067
38,0.176727
38.25,0.175779
38.5,0.176984
38.75,0.178501
39,0.176501
39.25,0.1769
39.5,0.179559
39.75,0.178654
40,0.179935
40.25,0.182882
40.5,0.184061
40.75,0.184011
41,0.183979
41.25,0.183746
41.5,0.185181
41.75,0.184998
42,0.183683
42.25,0.184748
42.5,0.185035
42.75,0.184607
43,0.184221
43.25,0.183832
43.5,0.183251
43.75,0.18203
44,0.181312
44.25,0.181543
44.5,0.18151
44.75,0.181062
45,0.18086
45.25,0.179353
45.5,0.179471
45.75,0.180612
46,0.181302
46.25,0.180657
46.5,0.180936
46.75,0.180971
47,0.180686
47.25,0.180282
47.5,0.17923
47.75,0.178682
48,0.179354
48.25,0.178219
48.5,0.177723
48.75,0.177731
49,0.17743
49.25,0.177094
49.5,0.175681
49.75,0.175173
50,0.172855
50.25,0.171352
50.5,0.170224
50.75,0.170597
51,0.171597
51.25,0.170121
51.5,0.170254
51.75,0.170427
52,0.169035
52.25,0.169006
52.5,0.168491
52.75,0.167984
53,0.167442
53.25,0.167693
53.5,0.167866
53.75,0.167637
54,0.167415
54.25,0.166452
54.5,0.165595
54.75,0.165277
55,0.164869
55.25,0.16379
55.5,0.162583
55.75,0.161473
56,0.160317
56.25,0.160471
56.5,0.160189
56.75,0.160509
57,0.16083
57.25,0.160631
57.5,0.160838
57.75,0.160147
58,0.158573
58.25,0.158141
58.5,0.157439
58.75,0.157087
59,0.156618
59.25,0.156639
59.5,0.156823
59.75,0.15667
60,0.154992
60.25,0.155053
60.5,0.155018
60.75,0.153966
61,0.153288
61.25,0.152505
61.5,0.151355
61.75,0.151395
62,0.151289
62.25,0.150754
62.5,0.149771
62.75,0.149448
63,0.149059
63.25,0.147846
63.5,0.147599
63.75,0.147612
64,0.146799
64.25,0.145635
64.5,0.145343
64.75,0.145156
65,0.144594
65.25,0.144087
65.5,0.144555
65.75,0.144256
66,0.144925
66.25,0.1451
66.5,0.145448
66.75,0.144696
67,0.143873
67.25,0.14351
67.5,0.14295
67.75,0.142425
68,0.142483
68.25,0.142307
68.5,0.142203
68.75,0.142543
69,0.142317
69.25,0.142445
69.5,0.142537
69.75,0.142752
70,0.142551
70.25,0.143044
70.5,0.142574
70.75,0.142832
71,0.142618
71.25,0.142875
71.5,0.142936
71.75,0.142858
72,0.143214
72.25,0.142726
72.5,0.142428
72.75,0.142566
73,0.143154
73.25,0.143755
73.5,0.143752
73.75,0.14328
74,0.142778
74.25,0.143072
74.5,0.143339
74.75,0.142607
75,0.142509
75.25,0.142355
75.5,0.141918
75.75,0.141457
76,0.141462
76.25,0.141547
76.5,0.142407
76.75,0.142026
77,0.141784
77.25,0.141493
77.5,0.140653
77.75,0.140805
78,0.140903
78.25,0.140776
78.5,0.141439
78.75,0.140816
79,0.140794
79.25,0.140719
79.5,0.140417
79.75,0.140038
80,0.13979
80.25,0.139955
80.5,0.139476
80.75,0.139405
81,0.139378
81.25,0.1391
81.5,0.139336
81.75,0.139336
82,0.139732
82.25,0.140029
82.5,0.14047
82.75,0.140708
83,0.140333
83.25,0.140745
83.5,0.140304
83.75,0.140108
84,0.140248
84.25,0.139946
84.5,0.139889
84.75,0.139623
85,0.14028
85.25,0.140411
85.5,0.140419
85.75,0.140035
86,0.140263
86.25,0.140019
86.5,0.140341
86.75,0.139918
87,0.140382
87.25,0.14033
87.5,0.140335
87.75,0.140543
88,0.140428
88.25,0.140057
88.5,0.139873
88.75,0.139691
89,0.139632
89.25,0.139425
89.5,0.139157
89.75,0.138829
90,0.138508
90.25,0.138519
90.5,0.13843
90.75,0.138271
91,0.137927
91.25,0.13774
91.5,0.137842
91.75,0.137688
92,0.137642
92.25,0.137339
92.5,0.137647
92.75,0.137787
93,0.13794
93.25,0.137782
93.5,0.137797
93.75,0.137732
94,0.137853
94.25,0.137773
94.5,0.137999
94.75,0.138151
95,0.138242
95.25,0.13822
95.5,0.138126
95.75,0.137755
96,0.137616
96.25,0.137815
96.5,0.13797
96.75,0.137865
97,0.137623
97.25,0.137556
97.5,0.13755
97.75,0.137888
98,0.137687
98.25,0.137875
98.5,0.137708
98.75,0.137812
99,0.137367
99.25,0.137133
99.5,0.13699
99.75,0.136969
100,0.136878
100.25,0.136664
100.5,0.136646
100.75,0.136731
101,0.136916
101.25,0.137084
101.5,0.136994
101.75,0.137085
102,0.136774
102.25,0.136715
102.5,0.136825
102.75,0.136832
103,0.136852
103.25,0.136675
103.5,0.136705
103.75,0.136473
104,0.136457
104.25,0.136534
104.5,0.13664
104.75,0.13664
105,0.136562
105.25,0.136629
105.5,0.136632
105.75,0.136601
106,0.136569
106.25,0.136582
106.5,0.136685
106.75,0.136775
107,0.136665
107.25,0.136542
107.5,0.136635
107.75,0.136517
108,0.136295
108.25,0.136193
108.5,0.136002
108.75,0.13608
109,0.135982
109.25,0.136137
109.5,0.13587
109.75,0.135767
110,0.135675
110.25,0.135551
110.5,0.135664
110.75,0.135641
111,0.135667
111.25,0.135693
111.5,0.135666
111.75,0.135645
112,0.135571
112.25,0.135461
112.5,0.135597
112.75,0.135385
113,0.135426
113.25,0.135333
113.5,0.135369
113.75,0.135199
114,0.135156
114.25,0.135306
114.5,0.135269
114.75,0.135319
115,0.135477
115.25,0.135496
115.5,0.135468
115.75,0.135572
116,0.135594
116.25,0.135713
116.5,0.135819
116.75,0.135916
117,0.135954
117.25,0.136008
117.5,0.136236
117.75,0.136276
118,0.136348
118.25,0.136334
118.5,0.136418
118.75,0.136459
119,0.136488
119.25,0.136508
119.5,0.136384
119.75,0.13634
120,0.136457
120.25,0.136406
120.5,0.136421
120.75,0.136343
121,0.136243
121.25,0.136246
121.5,0.136262
121.75,0.136261
122,0.136325
122.25,0.136283
122.5,0.136408
122.75,0.13654
123,0.136815
123.25,0.136893
123.5,0.136755
123.75,0.13668
124,0.136692
124.25,0.136786
124.5,0.136743
124.75,0.136728
125,0.13674
125.25,0.136829
125.5,0.136888
125.75,0.136904
126,0.13708
126.25,0.13712
126.5,0.137291
126.75,0.137363
127,0.13745
127.25,0.137466
127.5,0.137489
127.75,0.137457
128,0.137511
128.25,0.137527
128.5,0.137589
128.75,0.137635
129,0.13776
129.25,0.137775
129.5,0.137815
129.75,0.137811
130,0.137906
130.25,0.137994
130.5,0.137987
130.75,0.137954
131,0.138008
131.25,0.138131
131.5,0.138225
131.75,0.138225
132,0.138155
132.25,0.138221
132.5,0.138191
132.75,0.138269
133,0.138386
133.25,0.138442
133.5,0.138411
133.75,0.138509
134,0.13862
134.25,0.138599
134.5,0.13869
134.75,0.138643
135,0.138759
135.25,0.138837
135.5,0.138846
135.75,0.138987
136,0.138939
136.25,0.139018
136.5,0.139052
136.75,0.139075
137,0.139082
137.25,0.139168
137.5,0.139178
137.75,0.139204
138,0.139217
138.25,0.139212
138.5,0.139318
138.75,0.139315
139,0.139336
139.25,0.139426
139.5,0.139459
139.75,0.139452
140,0.139486
140.25,0.139517
140.5,0.139536
140.75,0.139613
141,0.139644
141.25,0.139686
141.5,0.139794
141.75,0.139812
142,0.139949
142.25,0.140031
142.5,0.14009
142.75,0.140197
143,0.140291
143.25,0.140374
143.5,0.140487
143.75,0.140627
144,0.140663
144.25,0.140701
144.5,0.140808
144.75,0.140841
145,0.140866
145.25,0.140938
145.5,0.141117
145.75,0.141192
146,0.14122
146.25,0.141314
146.5,0.1414
146.75,0.141546
147,0.141534
147.25,0.141615
147.5,0.141658
147.75,0.141734
148,0.141844
148.25,0.141894
148.5,0.142008
148.75,0.142077
149,0.142089
149.25,0.142148
149.5,0.142207
149.75,0.142293
150,0.142421
150.25,0.142507
150.5,0.142599
150.75,0.142718
151,0.142827
151.25,0.142932
151.5,0.143065
151.75,0.143167
152,0.14327
152.25,0.143381
152.5,0.143447
152.75,0.143541
153,0.143654
153.25,0.143739
153.5,0.143869
153.75,0.143989
154,0.144094
154.25,0.144184
154.5,0.144329
154.75,0.144428
155,0.144479
155.25,0.144586
155.5,0.144646
155.75,0.144672
156,0.144712
156.25,0.144735
156.5,0.144793
156.75,0.144871
157,0.144995
157.25,0.145047
157.5,0.145132
157.75,0.145206
158,0.145312
158.25,0.145398
158.5,0.145493
158.75,0.145604
159,0.145689
159.25,0.145788
159.5,0.14587
159.75,0.145945
160,0.145969
160.25,0.146064
160.5,0.146158
160.75,0.146232
161,0.146335
161.25,0.146407
161.5,0.146513
161.75,0.146566
162,0.146625
162.25,0.146705
162.5,0.146818
162.75,0.146922
163,0.146986
163.25,0.147035
163.5,0.14705
163.75,0.14709
164,0.147155
164.25,0.147204
164.5,0.147258
164.75,0.147286
165,0.147302
165.25,0.147378
165.5,0.147468
165.75,0.147589
166,0.14761
166.25,0.147712
166.5,0.147777
166.75,0.147823
167,0.147895
167.25,0.147936
167.5,0.148044
167.75,0.148121
168,0.148175
168.25,0.148246
168.5,0.148306
168.75,0.148376
169,0.148413
169.25,0.148402
169.5,0.14846
169.75,0.1485
170,0.148501
170.25,0.14854
170.5,0.148575
170.75,0.148633
171,0.14866
171.25,0.148724
171.5,0.148779
171.75,0.148843
172,0.148895
172.25,0.148969
172.5,0.14898
172.75,0.149026
173,0.149062
173.25,0.149114
173.5,0.149189
173.75,0.149252
174,0.149268
174.25,0.14932
174.5,0.149357
174.75,0.149479
175,0.14951
175.25,0.149575
175.5,0.149612
175.75,0.149693
176,0.149761
176.25,0.149859
176.5,0.1499
176.75,0.149948
177,0.149977
177.25,0.150016
177.5,0.150061
177.75,0.1501
178,0.150172
178.25,0.150239
178.5,0.150292
178.75,0.150363
179,0.150421
179.25,0.150453
179.5,0.150492
179.75,0.150556
180,0.150602
180.25,0.150631
180.5,0.1507
180.75,0.150743
181,0.150794
181.25,0.150838
181.5,0.150872
181.75,0.150906
182,0.150957
182.25,0.150994
182.5,0.151039
182.75,0.151089
183,0.15114
183.25,0.151148
183.5,0.151202
183.75,0.151233
184,0.151295
184.25,0.151372
184.5,0.151429
184.75,0.151489
185,0.151522
185.25,0.151558
185.5,0.151572
185.75,0.151601
186,0.151647
186.25,0.151702
186.5,0.151728
186.75,0.151748
187,0.151787
187.25,0.151837
187.5,0.151859
187.75,0.151914
188,0.151962
188.25,0.152026
188.5,0.152081
188.75,0.152121
189,0.152166
189.25,0.152207
189.5,0.152258
189.75,0.152314
190,0.152367
190.25,0.152418
190.5,0.15245
190.75,0.152483
191,0.152517
191.25,0.152555
191.5,0.152581
191.75,0.152614
192,0.152651
192.25,0.152664
192.5,0.152698
192.75,0.152721
193,0.152744
193.25,0.152772
193.5,0.15279
193.75,0.15281
194,0.152825
194.25,0.152838
194.5,0.152864
194.75,0.152865
195,0.1529
195.25,0.152928
195.5,0.152957
195.75,0.152988
196,0.153009
196.25,0.153051
196.5,0.153072
196.75,0.153092
197,0.153111
197.25,0.15313
197.5,0.153169
197.75,0.153185
198,0.153205
198.25,0.153258
198.5,0.153278
198.75,0.153299
199,0.153326
199.25,0.15334
199.5,0.153363
199.75,0.153382
200,0.153399
200.25,0.1534
200.5,0.153408
200.75,0.153433
201,0.153444
201.25,0.153461
201.5,0.153476
201.75,0.153489
202,0.153487
202.25,0.153497
202.5,0.153506
202.75,0.153534
203,0.153552
203.25,0.153592
203.5,0.15361
203.75,0.153632
204,0.153642
204.25,0.153657
204.5,0.153656
204.75,0.153674
205,0.153689
205.25,0.153701
205.5,0.153717
205.75,0.153723
206,0.153748
206.25,0.15376
206.5,0.153781
206.75,0.153785
207,0.153788
207.25,0.153804
207.5,0.153812
207.75,0.153819
208,0.153829
208.25,0.153842
208.5,0.153861
208.75,0.153867
209,0.153882
209.25,0.153883
209.5,0.153904
209.75,0.153918
210,0.153917
210.25,0.153943
210.5,0.15396
210.75,0.153969
211,0.153981
211.25,0.153988
211.5,0.154003
211.75,0.154002
212,0.154009
212.25,0.154013
212.5,0.154024
212.75,0.154032
213,0.154056
213.25,0.154065
213.5,0.154068
213.75,0.15408
214,0.154087
214.25,0.154085
214.5,0.154086
214.75,0.154096
215,0.154099
215.25,0.154118
215.5,0.154133
215.75,0.154137
216,0.15415
216.25,0.154177
216.5,0.154193
216.75,0.154195
217,0.154224
217.25,0.154232
217.5,0.154251
217.75,0.154269
218,0.154273
218.25,0.154279
218.5,0.154301
218.75,0.15431
219,0.15432
219.25,0.154323
219.5,0.154334
219.75,0.154349
220,0.154358
220.25,0.154369
220.5,0.154383
220.75,0.154388
221,0.154405
221.25,0.154412
221.5,0.154422
221.75,0.154435
222,0.154445
222.25,0.154466
222.5,0.15447
222.75,0.154485
223,0.154494
223.25,0.154504
223.5,0.154515
223.75,0.154531
224,0.154559
224.25,0.15456
224.5,0.154578
224.75,0.154593
225,0.154602
225.25,0.154615
225.5,0.154623
225.75,0.154631
226,0.154651
226.25,0.154661
226.5,0.154673
226.75,0.154684
227,0.154701
227.25,0.154704
227.5,0.154712
227.75,0.15472
228,0.154719
228.25,0.154732
228.5,0.154729
228.75,0.154747
229,0.154749
229.25,0.154747
229.5,0.154755
229.75,0.154764
230,0.154762
230.25,0.154765
230.5,0.154772
230.75,0.154777
231,0.154779
231.25,0.154782
231.5,0.154777
231.75,0.154779
232,0.154787
232.25,0.154799
232.5,0.154802
232.75,0.154807
233,0.154808
233.25,0.154818
233.5,0.154822
233.75,0.154823
234,0.154819
234.25,0.154818
234.5,0.154819
234.75,0.154827
235,0.154832
235.25,0.154838
235.5,0.154831
235.75,0.154835
236,0.154845
236.25,0.154856
236.5,0.154857
236.75,0.154861
237,0.154861
237.25,0.154871
237.5,0.154873
237.75,0.154871
238,0.154871
238.25,0.154876
238.5,0.154878
238.75,0.154883
239,0.154879
239.25,0.154886
239.5,0.154895
239.75,0.154895
240,0.154895
240.25,0.154894
240.5,0.154903
240.75,0.154908
241,0.154911
241.25,0.15491
241.5,0.154917
241.75,0.154915
242,0.154914
242.25,0.154914
242.5,0.15492
242.75,0.154918
243,0.154918
243.25,0.154919
243.5,0.154917
243.75,0.154913
244,0.154911
244.25,0.154911
244.5,0.154912
244.75,0.154906
245,0.154904
245.25,0.154911
245.5,0.154918
245.75,0.154922
246,0.154919
246.25,0.154919
246.5,0.154928
246.75,0.154923
247,0.154925
247.25,0.154924
247.5,0.154927
247.75,0.15493
248,0.15493
248.25,0.154929
248.5,0.154929
248.75,0.154935
249,0.154936
249.25,0.154938
249.5,0.154945
249.75,0.154946
250,0.154944
250.25,0.154943
250.5,0.154942
250.75,0.154948
251,0.15495
251.25,0.154946
251.5,0.154952
251.75,0.154956
252,0.154963
252.25,0.154964
252.5,0.15496
252.75,0.154966
253,0.154966
253.25,0.154968
253.5,0.15497
253.75,0.154968
254,0.154962
254.25,0.154958
254.5,0.15496
254.75,0.154962
255,0.154962
255.25,0.154966
255.5,0.154963
255.75,0.154965
256,0.154969
256.25,0.154966
256.5,0.154964
256.75,0.154959
257,0.154956
257.25,0.154956
257.5,0.154954
257.75,0.154953
258,0.154953
258.25,0.154954
258.5,0.15495
258.75,0.154949
259,0.154953
259.25,0.154955
259.5,0.154955
259.75,0.154954
260,0.154955
260.25,0.154954
260.5,0.154956
260.75,0.154956
261,0.154953
261.25,0.154958
261.5,0.154959
261.75,0.154962
262,0.154964
262.25,0.154968
262.5,0.15497
262.75,0.154974
263,0.154976
263.25,0.154977
263.5,0.154977
263.75,0.154976
264,0.15498
264.25,0.154982
264.5,0.154981
264.75,0.154981
265,0.154982
265.25,0.154986
265.5,0.154984
265.75,0.154985
266,0.154987
266.25,0.154986
266.5,0.154984
266.75,0.154984
267,0.154982
267.25,0.15498
267.5,0.154978
267.75,0.154984
268,0.154984
268.25,0.154984
268.5,0.154983
268.75,0.154982
269,0.15498
269.25,0.15498
269.5,0.15498
269.75,0.15498
270,0.154984
270.25,0.154985
270.5,0.154984
270.75,0.154986
271,0.154985
271.25,0.154986
271.5,0.154985
271.75,0.154986
272,0.154986
272.25,0.154987
272.5,0.154987
272.75,0.154986
273,0.154986
273.25,0.15499
273.5,0.154991
273.75,0.15499
274,0.154991
274.25,0.154991
274.5,0.15499
274.75,0.154991
275,0.15499
275.25,0.154991
275.5,0.15499
275.75,0.15499
276,0.154989
276.25,0.154992
276.5,0.154992
276.75,0.154993
277,0.154992
277.25,0.154993
277.5,0.154994
277.75,0.154993
278,0.154992
278.25,0.154992
278.5,0.154991
278.75,0.154992
279,0.154991
279.25,0.154991
279.5,0.154989
279.75,0.154991
280,0.154991
280.25,0.154991
280.5,0.154992
280.75,0.154991
281,0.154991
281.25,0.15499
281.5,0.154991
281.75,0.154991
282,0.15499
282.25,0.154993
282.5,0.154993
282.75,0.154992
283,0.154992
283.25,0.154992
283.5,0.15499
283.75,0.15499
284,0.15499
284.25,0.15499
284.5,0.15499
284.75,0.154991
285,0.154991
285.25,0.154994
285.5,0.154994
285.75,0.154994
286,0.154993
286.25,0.154993
286.5,0.154992
286.75,0.154992
287,0.154992
287.25,0.154992
287.5,0.154991
287.75,0.154989
288,0.154989
288.25,0.154991
288.5,0.154992
288.75,0.154992
289,0.154991
289.25,0.154991
289.5,0.154991
289.75,0.154991
290,0.15499
290.25,0.15499
290.5,0.154989
290.75,0.154988
291,0.154988
291.25,0.154988
291.5,0.154988
291.75,0.154987
292,0.154987
292.25,0.154987
292.5,0.154986
292.75,0.154985
293,0.154985
293.25,0.154987
293.5,0.154987
293.75,0.154987
294,0.154988
294.25,0.154988
294.5,0.154988
294.75,0.154989
295,0.15499
295.25,0.15499
295.5,0.15499
295.75,0.154989
296,0.154988
296.25,0.154988
296.5,0.154988
296.75,0.154989
297,0.154992
297.25,0.154992
297.5,0.154992
297.75,0.154991
298,0.154991
298.25,0.154991
298.5,0.15499
298.75,0.15499
299,0.15499
299.25,0.15499
299.5,0.15499
299.75,0.154989
300,0.154989
300.25,0.154989
300.5,0.154989
300.75,0.154988
301,0.154988
301.25,0.154988
301.5,0.154988
301.75,0.154988
302,0.154988
302.25,0.154988
302.5,0.154988
302.75,0.154988
303,0.154988
303.25,0.154988
303.5,0.154988
303.75,0.154988
304,0.154988
304.25,0.154989
