Time,cumulative_mean_fraction_lambda_H
304.5,0.294783
304.75,0.294783
305,0.294783
305.25,0.294783
305.5,0.294783
305.75,0.294783
306,0.294783
306.25,0.294783
306.5,0.294783
306.75,0.294783
307,0.294783
307.25,0.294783
307.5,0.294783
307.75,0.294783
308,0.294783
308.25,0.294783
308.5,0.294783
308.75,0.294783
309,0.294783
309.25,0.294783
309.5,0.294783
309.75,0.294783
310,0.294783
310.25,0.294783
310.5,0.294783
310.75,0.294783
311,0.294783
311.25,0.294783
311.5,0.294783
311.75,0.294783
312,0.294783
312.25,0.294783
312.5,0.294783
312.75,0.294783
313,0.294783
313.25,0.294783
313.5,0.294783
313.75,0.294783
314,0.294783
314.25,0.294783
314.5,0.294783
314.75,0.294783
315,0.294783
315.25,0.294783
315.5,0.294783
315.75,0.294783
316,0.294783
316.25,0.294783
316.5,0.294783
316.75,0.294783
317,0.294783
317.25,0.294783
317.5,0.294783
317.75,0.294783
318,0.294783
318.25,0.294783
318.5,0.294783
318.75,0.294783
319,0.294783
319.25,0.294783
319.5,0.294783
319.75,0.294783
320,0.294783
320.25,0.294783
320.5,0.294783
320.75,0.294783
321,0.294783
321.25,0.294783
321.5,0.294783
321.75,0.294783
322,0.294783
322.25,0.294783
322.5,0.294783
322.75,0.294783
323,0.294783
323.25,0.294783
323.5,0.294783
323.75,0.294783
324,0.294783
324.25,0.294783
324.5,0.294783
324.75,0.294783
325,0.294783
325.25,0.294783
325.5,0.294783
325.75,0.294783
326,0.294783
326.25,0.294783
326.5,0.294783
326.75,0.294783
327,0.294783
327.25,0.294783
327.5,0.294783
327.75,0.294783
328,0.294783
328.25,0.294783
328.5,0.294783
328.75,0.294783
329,0.294783
329.25,0.294783
329.5,0.294783
329.75,0.294783
330,0.294783
330.25,0.294783
330.5,0.294783
330.75,0.294783
331,0.294783
331.25,0.294783
331.5,0.294783
331.75,0.294783
332,0.294783
332.25,0.294783
332.5,0.294783
332.75,0.294783
333,0.294783
333.25,0.294783
333.5,0.294783
333.75,0.294783
334,0.294783
334.25,0.294783
334.5,0.294783
334.75,0.294783
335,0.294783
335.25,0.294783
335.5,0.294783
335.75,0.294783
336,0.294783
336.25,0.294783
336.5,0.294783
336.75,0.294783
337,0.294783
337.25,0.294783
337.5,0.294783
337.75,0.294783
338,0.294783
338.25,0.294783
338.5,0.294783
338.75,0.294783
339,0.294783
339.25,0.294783
339.5,0.294783
339.75,0.294783
340,0.294783
340.25,0.294783
340.5,0.294783
340.75,0.294783
341,0.294783
341.25,0.294783
341.5,0.294783
341.75,0.294783
342,0.294783
342.25,0.294783
342.5,0.294783
342.75,0.294783
343,0.294783
343.25,0.294783
343.5,0.294783
343.75,0.294783
344,0.294783
344.25,0.294783
344.5,0.294783
344.75,0.294783
345,0.294783
345.25,0.294783
345.5,0.294783
345.75,0.294783
346,0.294783
346.25,0.294783
346.5,0.294783
346.75,0.294783
347,0.294783
347.25,0.294783
347.5,0.294783
347.75,0.294783
348,0.294783
348.25,0.294783
348.5,0.294783
348.75,0.294783
349,0.294783
349.25,0.294783
349.5,0.294783
349.75,0.294783
350,0.294783
350.25,0.294783
350.5,0.294783
350.75,0.294783
351,0.294783
351.25,0.294783
351.5,0.294783
351.75,0.294783
352,0.294783
352.25,0.294783
352.5,0.294783
352.75,0.294783
353,0.294783
353.25,0.294783
353.5,0.294783
353.75,0.294783
354,0.294783
354.25,0.294783
354.5,0.294783
354.75,0.294783
355,0.294783
355.25,0.294783
355.5,0.294783
355.75,0.294783
356,0.294783
356.25,0.294783
356.5,0.294783
356.75,0.294783
357,0.294783
357.25,0.294783
357.5,0.294783
357.75,0.294783
358,0.294783
358.25,0.294783
358.5,0.294783
358.75,0.294783
359,0.294783
359.25,0.294783
359.5,0.294783
359.75,0.294783
360,0.294783
360.25,0.294783
360.5,0.294783
360.75,0.294783
361,0.294783
361.25,0.294783
361.5,0.294783
361.75,0.294783
362,0.294783
362.25,0.294783
362.5,0.294783
362.75,0.294783
363,0.294783
363.25,0.294783
363.5,0.294783
363.75,0.294783
364,0.294783
364.25,0.294783
364.5,0.294783
364.75,0.294783
365,0.294783
365.25,0.294783
365.5,0.294783
365.75,0.294783
366,0.294783
366.25,0.294783
366.5,0.294783
366.75,0.294783
367,0.294783
367.25,0.294783
367.5,0.294783
367.75,0.294783
368,0.294783
368.25,0.294783
368.5,0.294783
368.75,0.294783
369,0.294783
369.25,0.294783
369.5,0.294783
369.75,0.294783
370,0.294783
370.25,0.294783
370.5,0.294783
370.75,0.294783
371,0.294783
371.25,0.294783
371.5,0.294783
371.75,0.294783
372,0.294783
372.25,0.294783
372.5,0.294783
372.75,0.294783
373,0.294783
373.25,0.294783
373.5,0.294783
373.75,0.294783
374,0.294783
374.25,0.294783
374.5,0.294783
374.75,0.294783
375,0.294783
375.25,0.294783
375.5,0.294783
375.75,0.294783
376,0.294783
376.25,0.294783
376.5,0.294783
376.75,0.294783
377,0.294783
377.25,0.294783
377.5,0.294783
377.75,0.294783
378,0.294783
378.25,0.294783
378.5,0.294783
378.75,0.294783
379,0.294783
379.25,0.294783
379.5,0.294783
379.75,0.294783
380,0.294783
380.25,0.294783
380.5,0.294783
380.75,0.294783
381,0.294783
381.25,0.294783
381.5,0.294783
381.75,0.294783
382,0.294783
382.25,0.294783
382.5,0.294783
382.75,0.294783
383,0.294783
383.25,0.294783
383.5,0.294783
383.75,0.294783
384,0.294783
384.25,0.294783
384.5,0.294783
384.75,0.294783
385,0.294783
385.25,0.294783
385.5,0.294783
385.75,0.294783
386,0.294783
386.25,0.294783
386.5,0.294783
386.75,0.294783
387,0.294783
387.25,0.294783
387.5,0.294783
387.75,0.294783
388,0.294783
388.25,0.294783
388.5,0.294783
388.75,0.294783
389,0.294783
389.25,0.294783
389.5,0.294783
389.75,0.294783
390,0.294783
390.25,0.294783
390.5,0.294783
390.75,0.294783
391,0.294783
391.25,0.294783
391.5,0.294783
391.75,0.294783
392,0.294783
392.25,0.294783
392.5,0.294783
392.75,0.294783
393,0.294783
393.25,0.294783
393.5,0.294783
393.75,0.294783
394,0.294783
394.25,0.294783
394.5,0.294783
394.75,0.294783
395,0.294783
395.25,0.294783
395.5,0.294783
395.75,0.294783
396,0.294783
396.25,0.294783
396.5,0.294783
396.75,0.294783
397,0.294783
397.25,0.294783
397.5,0.294783
397.75,0.294783
398,0.294783
398.25,0.294783
398.5,0.294783
398.75,0.294783
399,0.294783
399.25,0.294783
399.5,0.294783
399.75,0.294783
400,0.294783
400.25,0.294783
400.5,0.294783
400.75,0.294783
401,0.294783
401.25,0.294783
401.5,0.294783
401.75,0.294783
402,0.294783
402.25,0.294783
402.5,0.294783
402.75,0.294783
403,0.294783
403.25,0.294783
403.5,0.294783
403.75,0.294783
404,0.294783
404.25,0.294783
404.5,0.294783
404.75,0.294783
405,0.294783
405.25,0.294783
405.5,0.294783
405.75,0.294783
406,0.294783
406.25,0.294783
406.5,0.294783
406.75,0.294783
407,0.294783
407.25,0.294783
407.5,0.294783
407.75,0.294783
408,0.294783
408.25,0.294783
408.5,0.294783
408.75,0.294783
409,0.294783
409.25,0.294783
409.5,0.294783
409.75,0.294783
410,0.294783
410.25,0.294783
410.5,0.294783
410.75,0.294783
411,0.294783
411.25,0.294783
411.5,0.294783
411.75,0.294783
412,0.294783
412.25,0.294783
412.5,0.294783
412.75,0.294783
413,0.294783
413.25,0.294783
413.5,0.294783
413.75,0.294783
414,0.294783
414.25,0.294783
414.5,0.294783
414.75,0.294783
415,0.294783
415.25,0.294783
415.5,0.294783
415.75,0.294783
416,0.294783
416.25,0.294783
416.5,0.294783
416.75,0.294783
417,0.294783
417.25,0.294783
417.5,0.294783
417.75,0.294783
418,0.294783
418.25,0.294783
418.5,0.294783
418.75,0.294783
419,0.294783
419.25,0.294783
419.5,0.294783
419.75,0.294783
420,0.294783
420.25,0.294783
420.5,0.294783
420.75,0.294783
421,0.294783
421.25,0.294783
421.5,0.294783
421.75,0.294783
422,0.294783
422.25,0.294783
422.5,0.294783
422.75,0.294783
423,0.294783
423.25,0.294783
423.5,0.294783
423.75,0.294783
424,0.294783
424.25,0.294783
424.5,0.294783
424.75,0.294783
425,0.294783
425.25,0.294783
425.5,0.294783
425.75,0.294783
426,0.294783
426.25,0.294783
426.5,0.294783
426.75,0.294783
427,0.294783
427.25,0.294783
427.5,0.294783
427.75,0.294783
428,0.294783
428.25,0.294783
428.5,0.294783
428.75,0.294783
429,0.294783
429.25,0.294783
429.5,0.294783
429.75,0.294783
430,0.294783
430.25,0.294783
430.5,0.294783
430.75,0.294783
431,0.294783
431.25,0.294783
431.5,0.294783
431.75,0.294783
432,0.294783
432.25,0.294783
432.5,0.294783
432.75,0.294783
433,0.294783
433.25,0.294783
433.5,0.294783
433.75,0.294783
434,0.294783
434.25,0.294783
434.5,0.294783
434.75,0.294783
435,0.294783
435.25,0.294783
435.5,0.294783
435.75,0.294783
436,0.294783
436.25,0.294783
436.5,0.294783
436.75,0.294783
437,0.294783
437.25,0.294783
437.5,0.294783
437.75,0.294783
438,0.294783
438.25,0.294783
438.5,0.294783
438.75,0.294783
439,0.294783
439.25,0.294783
439.5,0.294783
439.75,0.294783
440,0.294783
440.25,0.294783
440.5,0.294783
440.75,0.294783
441,0.294783
441.25,0.294783
441.5,0.294783
441.75,0.294783
442,0.294783
442.25,0.294783
442.5,0.294783
442.75,0.294783
443,0.294783
443.25,0.294783
443.5,0.294783
443.75,0.294783
444,0.294783
444.25,0.294783
444.5,0.294783
444.75,0.294783
445,0.294783
445.25,0.294783
445.5,0.294783
445.75,0.294783
446,0.294783
446.25,0.294783
446.5,0.294783
446.75,0.294783
447,0.294783
447.25,0.294783
447.5,0.294783
447.75,0.294783
448,0.294783
448.25,0.294783
448.5,0.294783
448.75,0.294783
449,0.294783
449.25,0.294783
449.5,0.294783
449.75,0.294783
450,0.294783
450.25,0.294783
450.5,0.294783
450.75,0.294783
451,0.294783
451.25,0.294783
451.5,0.294783
451.75,0.294783
452,0.294783
452.25,0.294783
452.5,0.294783
452.75,0.294783
453,0.294783
453.25,0.294783
453.5,0.294783
453.75,0.294783
454,0.294783
454.25,0.294783
454.5,0.294783
454.75,0.294783
455,0.294783
455.25,0.294783
455.5,0.294783
455.75,0.294783
456,0.294783
456.25,0.294783
456.5,0.294783
456.75,0.294783
457,0.294783
457.25,0.294783
457.5,0.294783
457.75,0.294783
458,0.294783
458.25,0.294783
458.5,0.294783
458.75,0.294783
459,0.294783
459.25,0.294783
459.5,0.294783
459.75,0.294783
460,0.294783
460.25,0.294783
460.5,0.294783
460.75,0.294783
461,0.294783
461.25,0.294783
461.5,0.294783
461.75,0.294783
462,0.294783
462.25,0.294783
462.5,0.294783
462.75,0.294783
463,0.294783
463.25,0.294783
463.5,0.294783
463.75,0.294783
464,0.294783
464.25,0.294783
464.5,0.294783
464.75,0.294783
465,0.294783
465.25,0.294783
465.5,0.294783
465.75,0.294783
466,0.294783
466.25,0.294783
466.5,0.294783
466.75,0.294783
467,0.294783
467.25,0.294783
467.5,0.294783
467.75,0.294783
468,0.294783
468.25,0.294783
468.5,0.294783
468.75,0.294783
469,0.294783
469.25,0.294783
469.5,0.294783
469.75,0.294783
470,0.294783
470.25,0.294783
470.5,0.294783
470.75,0.294783
471,0.294783
471.25,0.294783
471.5,0.294783
471.75,0.294783
472,0.294783
472.25,0.294783
472.5,0.294783
472.75,0.294783
473,0.294783
473.25,0.294783
473.5,0.294783
473.75,0.294783
474,0.294783
474.25,0.294783
474.5,0.294783
474.75,0.294783
475,0.294783
475.25,0.294783
475.5,0.294783
475.75,0.294783
476,0.294783
476.25,0.294783
476.5,0.294783
476.75,0.294783
477,0.294783
477.25,0.294783
477.5,0.294783
477.75,0.294783
478,0.294783
478.25,0.294783
478.5,0.294783
478.75,0.294783
479,0.294783
479.25,0.294783
479.5,0.294783
479.75,0.294783
480,0.294783
480.25,0.294783
480.5,0.294783
480.75,0.294783
481,0.294783
481.25,0.294783
481.5,0.294783
481.75,0.294783
482,0.294783
482.25,0.294783
482.5,0.294783
482.75,0.294783
483,0.294783
483.25,0.294783
483.5,0.294783
483.75,0.294783
484,0.294783
484.25,0.294783
484.5,0.294783
484.75,0.294783
485,0.294783
485.25,0.294783
485.5,0.294783
485.75,0.294783
486,0.294783
486.25,0.294783
486.5,0.294783
486.75,0.294783
487,0.294783
487.25,0.294783
487.5,0.294783
487.75,0.294783
488,0.294783
488.25,0.294783
488.5,0.294783
488.75,0.294783
489,0.294783
489.25,0.294783
489.5,0.294783
489.75,0.294783
490,0.294783
490.25,0.294783
490.5,0.294783
490.75,0.294783
491,0.294783
491.25,0.294783
491.5,0.294783
491.75,0.294783
492,0.294783
492.25,0.294783
492.5,0.294783
492.75,0.294783
493,0.294783
493.25,0.294783
493.5,0.294783
493.75,0.294783
494,0.294783
494.25,0.294783
494.5,0.294783
494.75,0.294783
495,0.294783
495.25,0.294783
495.5,0.294783
495.75,0.294783
496,0.294783
496.25,0.294783
496.5,0.294783
496.75,0.294783
497,0.294783
497.25,0.294783
497.5,0.294783
497.75,0.294783
498,0.294783
498.25,0.294783
498.5,0.294783
498.75,0.294783
499,0.294783
499.25,0.294783
499.5,0.294783
499.75,0.294783
500,0.294783
500.25,0.294783
500.5,0.294783
500.75,0.294783
501,0.294783
501.25,0.294783
501.5,0.294783
501.75,0.294783
502,0.294783
502.25,0.294783
502.5,0.294783
502.75,0.294783
503,0.294783
503.25,0.294783
503.5,0.294783
503.75,0.294783
504,0.294783
504.25,0.294783
504.5,0.294783
504.75,0.294783
505,0.294783
505.25,0.294783
505.5,0.294783
505.75,0.294783
506,0.294783
506.25,0.294783
506.5,0.294783
506.75,0.294783
507,0.294783
507.25,0.294783
507.5,0.294783
507.75,0.294783
508,0.294783
508.25,0.294783
508.5,0.294783
508.75,0.294783
509,0.294783
509.25,0.294783
509.5,0.294783
509.75,0.294783
510,0.294783
510.25,0.294783
510.5,0.294783
510.75,0.294783
511,0.294783
511.25,0.294783
511.5,0.294783
511.75,0.294783
512,0.294783
512.25,0.294783
512.5,0.294783
512.75,0.294783
513,0.294783
513.25,0.294783
513.5,0.294783
513.75,0.294783
514,0.294783
514.25,0.294783
514.5,0.294783
514.75,0.294783
515,0.294783
515.25,0.294783
515.5,0.294783
515.75,0.294783
516,0.294783
516.25,0.294783
516.5,0.294783
516.75,0.294783
517,0.294783
517.25,0.294783
517.5,0.294783
517.75,0.294783
518,0.294783
518.25,0.294783
518.5,0.294783
518.75,0.294783
519,0.294783
519.25,0.294783
519.5,0.294783
519.75,0.294783
520,0.294783
520.25,0.294783
520.5,0.294783
520.75,0.294783
521,0.294783
521.25,0.294783
521.5,0.294783
521.75,0.294783
522,0.294783
522.25,0.294783
522.5,0.294783
522.75,0.294783
523,0.294783
523.25,0.294783
523.5,0.294783
523.75,0.294783
524,0.294783
524.25,0.294783
524.5,0.294783
524.75,0.294783
525,0.294783
525.25,0.294783
525.5,0.294783
525.75,0.294783
526,0.294783
526.25,0.294783
526.5,0.294783
526.75,0.294783
527,0.294783
527.25,0.294783
527.5,0.294783
527.75,0.294783
528,0.294783
528.25,0.294783
528.5,0.294783
528.75,0.294783
529,0.294783
529.25,0.294783
529.5,0.294783
529.75,0.294783
530,0.294783
530.25,0.294783
530.5,0.294783
530.75,0.294783
531,0.294783
531.25,0.294783
531.5,0.294783
531.75,0.294783
532,0.294783
532.25,0.294783
532.5,0.294783
532.75,0.294783
533,0.294783
533.25,0.294783
533.5,0.294783
533.75,0.294783
534,0.294783
534.25,0.294783
534.5,0.294783
534.75,0.294783
535,0.294783
535.25,0.294783
535.5,0.294783
535.75,0.294783
536,0.294783
536.25,0.294783
536.5,0.294783
536.75,0.294783
537,0.294783
537.25,0.294783
537.5,0.294783
537.75,0.294783
538,0.294783
538.25,0.294783
538.5,0.294783
538.75,0.294783
539,0.294783
539.25,0.294783
539.5,0.294783
539.75,0.294783
540,0.294783
540.25,0.294783
540.5,0.294783
540.75,0.294783
541,0.294783
541.25,0.294783
541.5,0.294783
541.75,0.294783
542,0.294783
542.25,0.294783
542.5,0.294783
542.75,0.294783
543,0.294783
543.25,0.294783
543.5,0.294783
543.75,0.294783
544,0.294783
544.25,0.294783
544.5,0.294783
544.75,0.294783
545,0.294783
545.25,0.294783
545.5,0.294783
545.75,0.294783
546,0.294783
546.25,0.294783
546.5,0.294783
546.75,0.294783
547,0.294783
547.25,0.294783
547.5,0.294783
547.75,0.294783
548,0.294783
548.25,0.294783
548.5,0.294783
548.75,0.294783
549,0.294783
549.25,0.294783
549.5,0.294783
549.75,0.294783
550,0.294783
550.25,0.294783
550.5,0.294783
550.75,0.294783
551,0.294783
551.25,0.294783
551.5,0.294783
551.75,0.294783
552,0.294783
552.25,0.294783
552.5,0.294783
552.75,0.294783
553,0.294783
553.25,0.294783
553.5,0.294783
553.75,0.294783
554,0.294783
554.25,0.294783
554.5,0.294783
554.75,0.294783
555,0.294783
555.25,0.294783
555.5,0.294783
555.75,0.294783
556,0.294783
556.25,0.294783
556.5,0.294783
556.75,0.294783
557,0.294783
557.25,0.294783
557.5,0.294783
557.75,0.294783
558,0.294783
558.25,0.294783
558.5,0.294783
558.75,0.294783
559,0.294783
559.25,0.294783
559.5,0.294783
559.75,0.294783
560,0.294783
560.25,0.294783
560.5,0.294783
560.75,0.294783
561,0.294783
561.25,0.294783
561.5,0.294783
561.75,0.294783
562,0.294783
562.25,0.294783
562.5,0.294783
562.75,0.294783
563,0.294783
563.25,0.294783
563.5,0.294783
563.75,0.294783
564,0.294783
564.25,0.294783
564.5,0.294783
564.75,0.294783
565,0.294783
565.25,0.294783
565.5,0.294783
565.75,0.294783
566,0.294783
566.25,0.294783
566.5,0.294783
566.75,0.294783
567,0.294783
567.25,0.294783
567.5,0.294783
567.75,0.294783
568,0.294783
568.25,0.294783
568.5,0.294783
568.75,0.294783
569,0.294783
569.25,0.294783
569.5,0.294783
569.75,0.294783
570,0.294783
570.25,0.294783
570.5,0.294783
570.75,0.294783
571,0.294783
571.25,0.294783
571.5,0.294783
571.75,0.294783
572,0.294783
572.25,0.294783
572.5,0.294783
572.75,0.294783
573,0.294783
573.25,0.294783
573.5,0.294783
573.75,0.294783
574,0.294783
574.25,0.294783
574.5,0.294783
574.75,0.294783
575,0.294783
575.25,0.294783
575.5,0.294783
575.75,0.294783
576,0.294783
576.25,0.294783
576.5,0.294783
576.75,0.294783
577,0.294783
577.25,0.294783
577.5,0.294783
577.75,0.294783
578,0.294783
578.25,0.294783
578.5,0.294783
578.75,0.294783
579,0.294783
579.25,0.294783
579.5,0.294783
579.75,0.294783
580,0.294783
580.25,0.294783
580.5,0.294783
580.75,0.294783
581,0.294783
581.25,0.294783
581.5,0.294783
581.75,0.294783
582,0.294783
582.25,0.294783
582.5,0.294783
582.75,0.294783
583,0.294783
583.25,0.294783
583.5,0.294783
583.75,0.294783
584,0.294783
584.25,0.294783
584.5,0.294783
584.75,0.294783
585,0.294783
585.25,0.294783
585.5,0.294783
585.75,0.294783
586,0.294783
586.25,0.294783
586.5,0.294783
586.75,0.294783
587,0.294783
587.25,0.294783
587.5,0.294783
587.75,0.294783
588,0.294783
588.25,0.294783
588.5,0.294783
588.75,0.294783
589,0.294783
589.25,0.294783
589.5,0.294783
589.75,0.294783
590,0.294783
590.25,0.294783
590.5,0.294783
590.75,0.294783
591,0.294783
591.25,0.294783
591.5,0.294783
591.75,0.294783
592,0.294783
592.25,0.294783
592.5,0.294783
592.75,0.294783
593,0.294783
593.25,0.294783
593.5,0.294783
593.75,0.294783
594,0.294783
594.25,0.294783
594.5,0.294783
594.75,0.294783
595,0.294783
595.25,0.294783
595.5,0.294783
595.75,0.294783
596,0.294783
596.25,0.294783
596.5,0.294783
596.75,0.294783
597,0.294783
597.25,0.294783
597.5,0.294783
597.75,0.294783
598,0.294783
598.25,0.294783
598.5,0.294783
598.75,0.294783
599,0.294783
599.25,0.294783
599.5,0.294783
599.75,0.294783
